0.000000000000000000e+00 2.720870000000000233e-01 4.070289999999999742e-01
3.318999999999999902e-03 2.734460000000000224e-01 4.124579999999999913e-01
6.637999999999999803e-03 2.748269999999999880e-01 4.201559999999999739e-01
9.957000000000000572e-03 2.762390000000000123e-01 4.316079999999999917e-01
1.327599999999999961e-02 2.776810000000000112e-01 4.333790000000000142e-01
1.659599999999999964e-02 2.791159999999999752e-01 4.354709999999999970e-01
1.991499999999999868e-02 2.805770000000000208e-01 4.420899999999999830e-01
2.323400000000000118e-02 2.820440000000000169e-01 4.422809999999999797e-01
2.655300000000000021e-02 2.835130000000000150e-01 4.425859999999999794e-01
2.987199999999999925e-02 2.849789999999999823e-01 4.405189999999999939e-01
3.319099999999999828e-02 2.864360000000000239e-01 4.373170000000000113e-01
3.651000000000000079e-02 2.878809999999999980e-01 4.329540000000000055e-01
3.982900000000000329e-02 2.893080000000000096e-01 4.268500000000000072e-01
4.314799999999999885e-02 2.907129999999999992e-01 4.193379999999999885e-01
4.646700000000000136e-02 2.920909999999999895e-01 4.106529999999999903e-01
4.978699999999999792e-02 2.934379999999999766e-01 4.014260000000000050e-01
5.421200000000000324e-02 2.951889999999999792e-01 3.900560000000000138e-01
5.863700000000000162e-02 2.968919999999999892e-01 3.796269999999999922e-01
6.306299999999999406e-02 2.985510000000000108e-01 3.703730000000000078e-01
6.748800000000000632e-02 3.001719999999999944e-01 3.624609999999999776e-01
7.191400000000000570e-02 3.017599999999999727e-01 3.555079999999999907e-01
7.633900000000000408e-02 3.033199999999999785e-01 3.493939999999999824e-01
8.076500000000000346e-02 3.048540000000000139e-01 3.440960000000000130e-01
8.519000000000000183e-02 3.063660000000000272e-01 3.389670000000000183e-01
8.961600000000000121e-02 3.078540000000000165e-01 3.334869999999999779e-01
9.404099999999999959e-02 3.093170000000000086e-01 3.279349999999999765e-01
9.846699999999999897e-02 3.107559999999999767e-01 3.221780000000000199e-01
1.028919999999999974e-01 3.121689999999999743e-01 3.163110000000000088e-01
1.073179999999999967e-01 3.135549999999999726e-01 3.102440000000000198e-01
1.128500000000000059e-01 3.152499999999999747e-01 3.025220000000000131e-01
1.183810000000000001e-01 3.169020000000000170e-01 2.945360000000000200e-01
1.239129999999999954e-01 3.185089999999999866e-01 2.866119999999999779e-01
1.294450000000000045e-01 3.200729999999999964e-01 2.787180000000000213e-01
1.349770000000000136e-01 3.215930000000000177e-01 2.708019999999999872e-01
1.405089999999999950e-01 3.230700000000000238e-01 2.631669999999999843e-01
1.460410000000000041e-01 3.245040000000000147e-01 2.553790000000000227e-01
1.526790000000000092e-01 3.261680000000000135e-01 2.462229999999999974e-01
1.593169999999999864e-01 3.277729999999999810e-01 2.372750000000000137e-01
1.659549999999999914e-01 3.293189999999999729e-01 2.285240000000000049e-01
1.725929999999999964e-01 3.308070000000000177e-01 2.196289999999999909e-01
1.803379999999999983e-01 3.324679999999999858e-01 2.095750000000000113e-01
1.880830000000000002e-01 3.340529999999999888e-01 1.996560000000000001e-01
1.958270000000000011e-01 3.355600000000000249e-01 1.896150000000000058e-01
2.046779999999999988e-01 3.371899999999999897e-01 1.786979999999999957e-01
2.135289999999999966e-01 3.387249999999999983e-01 1.681940000000000102e-01
2.234859999999999902e-01 3.403399999999999759e-01 1.558269999999999933e-01
2.345500000000000085e-01 3.419940000000000202e-01 1.443309999999999871e-01
2.456139999999999990e-01 3.435440000000000160e-01 1.356529999999999958e-01
2.588900000000000090e-01 3.452299999999999813e-01 1.152839999999999976e-01
2.788050000000000250e-01 3.471759999999999846e-01 8.467800000000000327e-02
2.987190000000000123e-01 3.486909999999999732e-01 6.747999999999999832e-02
3.872289999999999899e-01 3.510610000000000119e-01 -1.601899999999999852e-02
4.204200000000000159e-01 3.500219999999999998e-01 -4.499700000000000227e-02
4.447599999999999887e-01 3.487120000000000219e-01 -6.257400000000000462e-02
4.646739999999999760e-01 3.473280000000000256e-01 -7.620999999999999996e-02
4.823760000000000270e-01 3.458800000000000208e-01 -8.727799999999999447e-02
4.978650000000000020e-01 3.444579999999999864e-01 -9.627800000000000247e-02
5.122480000000000366e-01 3.430159999999999876e-01 -1.041699999999999987e-01
5.255250000000000199e-01 3.415869999999999740e-01 -1.110479999999999939e-01
5.388009999999999744e-01 3.400690000000000102e-01 -1.175329999999999986e-01
5.509709999999999885e-01 3.386040000000000161e-01 -1.232260000000000022e-01
5.631410000000000027e-01 3.370699999999999807e-01 -1.286740000000000106e-01
5.742049999999999654e-01 3.356210000000000027e-01 -1.333809999999999996e-01
5.852690000000000392e-01 3.341189999999999993e-01 -1.379469999999999863e-01
5.963319999999999732e-01 3.325690000000000035e-01 -1.422160000000000091e-01
6.062899999999999956e-01 3.311350000000000127e-01 -1.458790000000000087e-01
6.162469999999999892e-01 3.296649999999999858e-01 -1.493230000000000113e-01
6.262039999999999829e-01 3.281620000000000092e-01 -1.525259999999999949e-01
6.361609999999999765e-01 3.266279999999999739e-01 -1.555749999999999911e-01
6.450120000000000298e-01 3.252399999999999736e-01 -1.580940000000000123e-01
6.538629999999999720e-01 3.238300000000000067e-01 -1.604970000000000008e-01
6.627140000000000253e-01 3.223989999999999911e-01 -1.627830000000000110e-01
6.715649999999999675e-01 3.209480000000000111e-01 -1.649319999999999953e-01
6.804160000000000208e-01 3.194799999999999862e-01 -1.669869999999999965e-01
6.892669999999999630e-01 3.179930000000000256e-01 -1.689640000000000031e-01
6.981180000000000163e-01 3.164890000000000203e-01 -1.708870000000000111e-01
7.069689999999999586e-01 3.149680000000000257e-01 -1.727680000000000049e-01
7.158200000000000118e-01 3.134310000000000151e-01 -1.745939999999999992e-01
7.235639999999999850e-01 3.120720000000000161e-01 -1.761079999999999868e-01
7.313089999999999868e-01 3.107030000000000070e-01 -1.775829999999999909e-01
7.390539999999999887e-01 3.093219999999999859e-01 -1.790370000000000017e-01
7.467979999999999619e-01 3.079299999999999815e-01 -1.804749999999999965e-01
7.545429999999999637e-01 3.065260000000000207e-01 -1.819959999999999911e-01
7.622870000000000479e-01 3.051110000000000211e-01 -1.835890000000000022e-01
7.700320000000000498e-01 3.036820000000000075e-01 -1.853259999999999907e-01
7.777760000000000229e-01 3.022389999999999799e-01 -1.873599999999999988e-01
7.855210000000000248e-01 3.007790000000000186e-01 -1.897040000000000115e-01
7.932660000000000267e-01 2.993000000000000105e-01 -1.925959999999999894e-01
8.010099999999999998e-01 2.977940000000000031e-01 -1.962029999999999885e-01
8.076480000000000325e-01 2.964800000000000213e-01 -2.000409999999999966e-01
8.142869999999999830e-01 2.951360000000000094e-01 -2.049130000000000118e-01
8.209250000000000158e-01 2.937569999999999903e-01 -2.109910000000000119e-01
