0.000000000000000000e+00 1.023020000000000040e+00 -1.144392000000000076e+00
6.132000000000000298e-03 1.016019999999999923e+00 -1.142273000000000094e+00
1.226400000000000060e-02 1.008968000000000087e+00 -1.161210999999999993e+00
1.839700000000000016e-02 1.001797000000000049e+00 -1.171270999999999951e+00
2.452899999999999872e-02 9.946340000000000181e-01 -1.166319000000000106e+00
3.066100000000000075e-02 9.874870000000000037e-01 -1.163972999999999924e+00
3.679299999999999932e-02 9.803610000000000380e-01 -1.160063999999999984e+00
4.292599999999999888e-02 9.732600000000000140e-01 -1.155968000000000107e+00
4.905799999999999744e-02 9.661849999999999605e-01 -1.151427999999999896e+00
5.519000000000000294e-02 9.591380000000000461e-01 -1.146735999999999978e+00
6.132200000000000151e-02 9.521209999999999951e-01 -1.141869000000000023e+00
6.745500000000000107e-02 9.451340000000000297e-01 -1.136814999999999909e+00
7.358699999999999963e-02 9.381789999999999852e-01 -1.131531000000000065e+00
7.971899999999999820e-02 9.312570000000000014e-01 -1.126225000000000032e+00
8.585099999999999676e-02 9.243670000000000497e-01 -1.120787999999999895e+00
9.198399999999999632e-02 9.175109999999999655e-01 -1.115218000000000043e+00
9.811599999999999488e-02 9.106899999999999995e-01 -1.109545000000000003e+00
1.032259999999999983e-01 9.050319999999999476e-01 -1.104692000000000007e+00
1.083360000000000017e-01 8.993989999999999485e-01 -1.099857000000000085e+00
1.134460000000000052e-01 8.937910000000000021e-01 -1.094907999999999992e+00
1.185569999999999957e-01 8.882090000000000263e-01 -1.089877999999999902e+00
1.236669999999999991e-01 8.826519999999999921e-01 -1.084851999999999927e+00
1.287770000000000026e-01 8.771219999999999573e-01 -1.079701000000000022e+00
1.338870000000000060e-01 8.716169999999999751e-01 -1.074494000000000060e+00
1.389970000000000094e-01 8.661400000000000210e-01 -1.069164000000000003e+00
1.441080000000000139e-01 8.606899999999999551e-01 -1.063819000000000070e+00
1.492179999999999895e-01 8.552669999999999995e-01 -1.058443000000000023e+00
1.543279999999999930e-01 8.498729999999999896e-01 -1.052952000000000110e+00
1.594379999999999964e-01 8.445059999999999789e-01 -1.047454000000000107e+00
1.645479999999999998e-01 8.391669999999999963e-01 -1.041809999999999903e+00
1.696590000000000042e-01 8.338579999999999881e-01 -1.036170000000000035e+00
1.747690000000000077e-01 8.285770000000000080e-01 -1.030510999999999955e+00
1.798790000000000111e-01 8.233260000000000023e-01 -1.024647000000000086e+00
