0.000000000000000000e+00 1.415972999999999926e+00 -4.934290000000000065e-01
2.103899999999999867e-02 1.404331999999999914e+00 -6.121619999999999839e-01
3.875699999999999978e-02 1.392633999999999928e+00 -7.077430000000000110e-01
5.536699999999999955e-02 1.380158999999999914e+00 -7.936929999999999819e-01
6.976200000000000456e-02 1.368214999999999959e+00 -8.653199999999999781e-01
8.304999999999999882e-02 1.356290999999999913e+00 -9.290779999999999594e-01
9.633799999999999308e-02 1.343534000000000006e+00 -9.905709999999999793e-01
1.085190000000000043e-01 1.331134999999999957e+00 -1.044950000000000045e+00
1.195920000000000039e-01 1.319298000000000082e+00 -1.092734000000000094e+00
1.306660000000000044e-01 1.306939999999999991e+00 -1.138943999999999956e+00
1.406320000000000070e-01 1.295387999999999984e+00 -1.179189000000000043e+00
1.505980000000000096e-01 1.283441000000000054e+00 -1.218159999999999910e+00
1.605640000000000123e-01 1.271112000000000020e+00 -1.255856000000000083e+00
1.694219999999999893e-01 1.259841999999999906e+00 -1.288294999999999968e+00
1.782809999999999950e-01 1.248289999999999900e+00 -1.319723999999999897e+00
1.871400000000000008e-01 1.236463000000000090e+00 -1.350159000000000109e+00
1.959980000000000055e-01 1.224372000000000016e+00 -1.379539999999999988e+00
2.048570000000000113e-01 1.212023999999999990e+00 -1.408093000000000039e+00
2.126079999999999914e-01 1.201016000000000084e+00 -1.431623000000000090e+00
2.203600000000000003e-01 1.189826000000000050e+00 -1.456746000000000096e+00
2.281110000000000082e-01 1.178457000000000088e+00 -1.472547000000000050e+00
2.358619999999999883e-01 1.166916999999999982e+00 -1.519397000000000109e+00
2.425059999999999993e-01 1.156455000000000011e+00 -1.646668999999999938e+00
2.491500000000000103e-01 1.145162000000000013e+00 -1.717117999999999922e+00
2.557940000000000214e-01 1.133807000000000009e+00 -1.711128999999999900e+00
2.624380000000000046e-01 1.122373999999999983e+00 -1.727637000000000089e+00
2.690819999999999879e-01 1.110864000000000074e+00 -1.737870999999999944e+00
2.757260000000000266e-01 1.099280000000000035e+00 -1.749030000000000085e+00
2.823709999999999831e-01 1.087623999999999924e+00 -1.759457999999999966e+00
2.890150000000000219e-01 1.075900999999999996e+00 -1.769538000000000055e+00
2.945510000000000073e-01 1.066081999999999974e+00 -1.777303999999999995e+00
3.000880000000000214e-01 1.056221000000000076e+00 -1.784537999999999958e+00
3.056249999999999800e-01 1.046321999999999974e+00 -1.791292000000000106e+00
3.111610000000000209e-01 1.036386000000000029e+00 -1.797595000000000054e+00
3.166979999999999795e-01 1.026416999999999913e+00 -1.803509000000000029e+00
3.222349999999999937e-01 1.016415999999999986e+00 -1.809050000000000047e+00
3.277709999999999790e-01 1.006386000000000003e+00 -1.814057000000000031e+00
3.333079999999999932e-01 9.963290000000000202e-01 -1.818643999999999927e+00
3.388450000000000073e-01 9.862480000000000135e-01 -1.822731000000000101e+00
3.443809999999999927e-01 9.761459999999999582e-01 -1.826303000000000010e+00
3.499180000000000068e-01 9.660250000000000226e-01 -1.829520000000000035e+00
3.554550000000000209e-01 9.558879999999999599e-01 -1.832276999999999934e+00
3.609910000000000063e-01 9.457370000000000498e-01 -1.834592000000000001e+00
3.665280000000000205e-01 9.355740000000000167e-01 -1.836524000000000045e+00
3.720649999999999791e-01 9.254010000000000291e-01 -1.838074999999999903e+00
3.776010000000000200e-01 9.152209999999999512e-01 -1.839131999999999989e+00
3.831379999999999786e-01 9.050359999999999516e-01 -1.839768000000000070e+00
3.886749999999999927e-01 8.948490000000000055e-01 -1.840051000000000103e+00
3.942109999999999781e-01 8.846619999999999484e-01 -1.839906999999999959e+00
3.997479999999999922e-01 8.744760000000000311e-01 -1.839328000000000074e+00
4.041770000000000085e-01 8.663309999999999622e-01 -1.838600999999999930e+00
4.086069999999999980e-01 8.581889999999999796e-01 -1.837633999999999990e+00
4.130360000000000142e-01 8.500520000000000298e-01 -1.836392999999999942e+00
4.174649999999999750e-01 8.419210000000000305e-01 -1.834886000000000017e+00
4.218950000000000200e-01 8.337980000000000391e-01 -1.833140999999999909e+00
4.263239999999999807e-01 8.256820000000000270e-01 -1.831185999999999980e+00
4.307529999999999970e-01 8.175759999999999694e-01 -1.829010000000000025e+00
4.351829999999999865e-01 8.094799999999999773e-01 -1.826594000000000051e+00
4.396120000000000028e-01 8.013949999999999685e-01 -1.823966999999999894e+00
4.440410000000000190e-01 7.933230000000000004e-01 -1.821028000000000091e+00
4.484710000000000085e-01 7.852639999999999620e-01 -1.817798999999999943e+00
4.529000000000000248e-01 7.772200000000000220e-01 -1.814432000000000045e+00
4.573289999999999855e-01 7.691909999999999581e-01 -1.810891999999999946e+00
4.617589999999999750e-01 7.611780000000000213e-01 -1.807133000000000100e+00
